g,value
agr,40.92471475160701
fsh,4.081618300786015
min,25.86881122000001
foo,42.75383968424621
txt,18.747604649119545
mac,55.898568335235666
chm,27.553034376000003
con,26.62783386081795
com,47.429009736
trn,34.06886038989744
hea,6.446946289024407
edu,10.457301111938735
gov,20.681876992
srv,56.46944992212555
htl,18.720512222475396
