uni,value
row,-11.381750060677101
costau,2.4999868986231455
sierrau,0.6403938186056557
selvau,-0.025087344916675747
lima,6.727053907821627
costar,0.14956475506769573
sierrar,0.29656069690297304
selvar,-0.20239242090579967
ent,-0.9485739705983747
