g,value
agr,22.73237394103608
fsh,0.7947148767860144
min,11.96972228
foo,27.0849868252462
txt,10.619221277956775
mac,23.562079080331046
chm,12.353809021
con,25.591078761000002
com,47.429008342
trn,33.57386711989744
hea,6.446946165024406
edu,10.361657784938734
gov,20.681877504000003
srv,54.595907444
htl,18.310034075475397
