uni,value
costau,5.387831588272903
sierrau,2.939495567839487
selvau,0.12965987701351453
lima,32.241832679826636
costar,0.5454557788599582
sierrar,-0.9643597949175325
selvar,-0.4937554461196678
ent,0.35835611586608507
